"","vid_id","ad_view"
"1893","VID_12603","4357"
"1894","VID_4580","2064"
"1895","VID_9481","288"
"1896","VID_22005","415"
"1897","VID_20093","2277"
"1898","VID_3816","22"
"1899","VID_12403","3507"
"1900","VID_16868","31"
"1901","VID_11701","2438"
"1902","VID_16884","22"
"1903","VID_7812","562"
"1904","VID_1655","221"
"1905","VID_21729","22"
"1906","VID_6951","1905"
"1907","VID_17539","4265"
"1908","VID_2956","2142"
"1909","VID_10006","32"
"1910","VID_14881","2361"
"1911","VID_1138","104"
"1912","VID_14030","1167"
"1913","VID_3201","6"
"1914","VID_17876","612"
"1915","VID_20857","3807"
"1916","VID_2154","596"
"1917","VID_5544","666"
"1918","VID_10712","179"
"1919","VID_6910","290"
"1920","VID_2882","89"
"1921","VID_15719","5503"
"1922","VID_2706","3196"
"1923","VID_143","515"
"1924","VID_10659","825"
"1925","VID_22669","2905"
"1926","VID_3256","9"
"1927","VID_18252","955"
"1928","VID_137","785"
"1929","VID_8672","39"
"1930","VID_12118","111"
"1931","VID_6922","18"
"1932","VID_17178","801"
"1933","VID_4557","405"
"1934","VID_8160","209"
"1935","VID_6384","14"
"1936","VID_23225","538"
"1937","VID_17567","2757"
"1938","VID_3948","17"
"1939","VID_9140","558"
"1940","VID_7953","1580"
"1941","VID_11092","8968"
"1942","VID_1181","354"
"1943","VID_8841","1104"
"1944","VID_1656","31"
"1945","VID_1754","415"
"1946","VID_9938","1647"
"1947","VID_14679","1176"
"1948","VID_19110","835"
"1949","VID_17072","90"
"1950","VID_18196","51"
"1951","VID_14429","9326"
"1952","VID_20829","7936"
"1953","VID_1727","1152"
"1954","VID_4614","203"
"1955","VID_16758","18"
"1956","VID_44","389"
"1957","VID_15213","423"
"1958","VID_1709","838"
"1959","VID_5094","310"
"1960","VID_15523","453"
"1961","VID_14180","335"
"1962","VID_17357","252"
"1963","VID_23027","106"
"1964","VID_9263","21525"
"1965","VID_739","9"
"1966","VID_4921","28"
"1967","VID_12691","440"
"1968","VID_3569","302"
"1969","VID_5953","9297"
"1970","VID_21747","424"
"1971","VID_9598","145300"
"1972","VID_176","48"
"1973","VID_19040","440"
"1974","VID_6705","32"
"1975","VID_21343","3896"
"1976","VID_4162","106"
"1977","VID_22679","34230"
"1978","VID_19508","229"
"1979","VID_2131","3814"
"1980","VID_9655","324"
"1981","VID_4729","87"
"1982","VID_21712","102"
"1983","VID_23591","3037"
"1984","VID_1571","205"
"1985","VID_19048","2050"
"1986","VID_10794","458"
"1987","VID_8462","1781"
"1988","VID_7572","8"
"1989","VID_19660","573"
"1990","VID_10977","2272"
"1991","VID_18270","2080"
"1992","VID_10621","2700"
"1993","VID_20459","769"
"1994","VID_8902","197"
"1995","VID_8879","991"
"1996","VID_23588","19"
"1997","VID_21748","2494"
"1998","VID_17517","1087"
"1999","VID_17678","57"
"2000","VID_12011","1129"
"2001","VID_21869","7929"
"2002","VID_7035","685"
"2003","VID_915","601"
"2004","VID_3330","14"
"2005","VID_21146","605"
"2006","VID_5812","803"
"2007","VID_21236","1908"
"2008","VID_19792","427"
"2009","VID_11920","194"
"2010","VID_8060","5127"
"2011","VID_11201","137"
"2012","VID_4814","6722"
"2013","VID_2255","827"
"2014","VID_1557","1295"
"2015","VID_4517","68243"
"2016","VID_1847","572"
"2017","VID_12468","2611"
"2018","VID_17563","513"
"2019","VID_6092","579"
"2020","VID_8505","9"
"2021","VID_3145","7"
"2022","VID_4523","5094"
"2023","VID_5572","4076"
"2024","VID_15622","680"
"2025","VID_23664","428"
"2026","VID_1199","1482"
"2027","VID_20859","4239"
"2028","VID_20219","1296"
"2029","VID_14843","260"
"2030","VID_10143","539"
"2031","VID_18589","453"
"2032","VID_12417","7322"
"2033","VID_13581","3496"
"2034","VID_3415","23"
"2035","VID_17443","407"
"2036","VID_4628","21"
"2037","VID_2661","5999"
"2038","VID_7209","94"
"2039","VID_7870","680"
"2040","VID_17045","376"
"2041","VID_20063","1455"
"2042","VID_11909","68"
"2043","VID_17225","5997"
"2044","VID_14680","8205"
"2045","VID_7326","399"
"2046","VID_15140","633"
"2047","VID_2324","1327"
"2048","VID_2936","2898"
"2049","VID_18115","1104"
"2050","VID_9316","501"
"2051","VID_18367","411"
"2052","VID_15205","4895"
"2053","VID_3068","159"
"2054","VID_6319","266"
"2055","VID_14285","502"
"2056","VID_20949","1640"
"2057","VID_7519","563"
"2058","VID_5836","6283"
"2059","VID_20268","3219"
"2060","VID_12833","1485"
"2061","VID_17659","1379"
"2062","VID_7137","411"
"2063","VID_22579","422"
"2064","VID_21681","1049"
"2065","VID_2911","103"
"2066","VID_23348","1416"
"2067","VID_15619","6949"
"2068","VID_10327","14"
"2069","VID_13590","4195"
"2070","VID_9793","1553"
"2071","VID_22698","1831"
"2072","VID_2798","52"
"2073","VID_15022","619"
"2074","VID_23502","6442"
"2075","VID_865","4920"
"2076","VID_12126","1328"
"2077","VID_10439","2997"
"2078","VID_3103","709"
"2079","VID_10764","24"
"2080","VID_20169","6"
"2081","VID_20766","30"
"2082","VID_20512","1050"
"2083","VID_21472","898"
"2084","VID_18887","2947"
"2085","VID_922","193"
"2086","VID_21984","1142"
"2087","VID_16563","250"
"2088","VID_16788","62"
"2089","VID_17778","13"
"2090","VID_1904","17333"
"2091","VID_928","85"
"2092","VID_12845","208"
"2093","VID_6422","6"
"2094","VID_10221","133"
"2095","VID_15977","3"
"2096","VID_21774","2133"
"2097","VID_19891","196"
"2098","VID_23519","47"
"2099","VID_9823","717"
"2100","VID_17541","1019"
"2101","VID_15111","440"
"2102","VID_19743","518"
"2103","VID_5621","177"
"2104","VID_7492","524"
"2105","VID_4974","11981"
"2106","VID_3104","294"
"2107","VID_22084","726"
"2108","VID_8234","905"
"2109","VID_13324","131"
"2110","VID_18874","107"
"2111","VID_12753","102"
"2112","VID_3226","2194"
"2113","VID_5911","347"
"2114","VID_18670","322"
"2115","VID_13918","237"
"2116","VID_22137","18244"
"2117","VID_5582","1588"
"2118","VID_17134","140"
"2119","VID_6065","3126"
"2120","VID_7714","194"
"2121","VID_19758","655"
"2122","VID_5181","211"
"2123","VID_11772","317"
"2124","VID_10293","4"
"2125","VID_18907","194"
"2126","VID_11238","61"
"2127","VID_9684","755"
"2128","VID_14439","30"
"2129","VID_3502","46"
"2130","VID_4648","747"
"2131","VID_13653","20920"
"2132","VID_7319","5155"
"2133","VID_22221","1485"
"2134","VID_10521","73"
"2135","VID_23193","294"
"2136","VID_9209","1259"
"2137","VID_386","819"
"2138","VID_41","819"
"2139","VID_4129","1633"
"2140","VID_1323","1149"
"2141","VID_19618","689"
"2142","VID_6806","154"
"2143","VID_5608","795"
"2144","VID_8789","499"
"2145","VID_16467","36"
"2146","VID_3723","424"
"2147","VID_4399","380"
"2148","VID_259","900"
"2149","VID_17597","6995"
"2150","VID_21110","146"
"2151","VID_293","352"
"2152","VID_22872","23"
"2153","VID_3543","4968"
"2154","VID_17344","8"
"2155","VID_2219","766"
"2156","VID_4004","11"
"2157","VID_4449","1251"
"2158","VID_3243","13"
"2159","VID_11767","1178"
"2160","VID_19467","1238"
"2161","VID_16918","1030"
"2162","VID_8455","871"
"2163","VID_20744","3061"
"2164","VID_20358","397"
"2165","VID_23417","582"
"2166","VID_4859","123"
"2167","VID_21291","13"
"2168","VID_2742","64"
"2169","VID_932","1002"
"2170","VID_4665","810"
"2171","VID_1931","1010"
"2172","VID_834","296"
"2173","VID_16455","1530"
"2174","VID_18695","88"
"2175","VID_12570","52"
"2176","VID_3363","20"
"2177","VID_1429","651"
"2178","VID_23147","4360"
"2179","VID_370","160"
"2180","VID_8257","1508"
"2181","VID_14746","2945"
"2182","VID_12892","1253"
"2183","VID_9440","146"
"2184","VID_6662","1697"
"2185","VID_2439","261"
"2186","VID_18596","246"
"2187","VID_5669","3874"
"2188","VID_20658","1313"
"2189","VID_5661","14"
"2190","VID_19314","51"
"2191","VID_21996","351"
"2192","VID_4895","692"
"2193","VID_17999","4475"
"2194","VID_1786","58"
"2195","VID_23173","5004"
"2196","VID_7943","408"
"2197","VID_12577","2406"
"2198","VID_17318","5883"
"2199","VID_21978","1932"
"2200","VID_11917","1674"
"2201","VID_7819","7409"
"2202","VID_16076","1170"
"2203","VID_1612","7571"
"2204","VID_17300","200"
"2205","VID_19434","310"
"2206","VID_5088","257"
"2207","VID_21732","1103"
"2208","VID_12730","357"
"2209","VID_1460","39"
"2210","VID_17895","765"
"2211","VID_16178","49"
"2212","VID_22430","26"
"2213","VID_12248","150782"
"2214","VID_18022","923"
"2215","VID_3374","251"
"2216","VID_3356","10"
"2217","VID_23558","506"
"2218","VID_21886","430"
"2219","VID_12680","413"
"2220","VID_5318","1495"
"2221","VID_18729","394"
"2222","VID_3743","7256"
"2223","VID_22340","2269"
"2224","VID_7883","27"
"2225","VID_14571","1083"
"2226","VID_20046","109"
"2227","VID_14313","109"
"2228","VID_19082","33"
"2229","VID_11669","7"
"2230","VID_2403","14"
"2231","VID_7712","513"
"2232","VID_18609","7548"
"2233","VID_11421","122"
"2234","VID_17566","5336"
"2235","VID_18756","982"
"2236","VID_4247","9"
"2237","VID_873","718"
"2238","VID_5746","1191"
"2239","VID_13164","10417"
"2240","VID_7328","92"
"2241","VID_12080","102"
"2242","VID_6225","163"
"2243","VID_21762","687"
"2244","VID_7152","7489"
"2245","VID_18531","86"
"2246","VID_13933","619"
"2247","VID_20645","11"
"2248","VID_7912","2184"
"2249","VID_3764","88"
"2250","VID_1419","243"
"2251","VID_10266","16517"
"2252","VID_17267","2822"
"2253","VID_17708","554"
"2254","VID_14260","312"
"2255","VID_22827","587"
"2256","VID_15849","26"
"2257","VID_6295","260"
"2258","VID_4035","8"
"2259","VID_15408","92"
"2260","VID_17222","187"
"2261","VID_6272","160"
"2262","VID_11058","648"
"2263","VID_7933","845"
"2264","VID_10786","163"
"2265","VID_15374","1664"
"2266","VID_19008","647"
"2267","VID_2844","121"
"2268","VID_12873","78"
"2269","VID_1355","322"
"2270","VID_19948","1184"
"2271","VID_13963","153"
"2272","VID_21011","1553"
"2273","VID_21482","1733"
"2274","VID_21047","535"
"2275","VID_4720","306"
"2276","VID_22653","2328"
"2277","VID_17703","123"
"2278","VID_13037","395"
"2279","VID_18144","26"
"2280","VID_23720","424"
"2281","VID_15700","260"
"2282","VID_2508","172"
"2283","VID_22904","95"
"2284","VID_17530","412"
"2285","VID_18410","785"
"2286","VID_1699","197"
"2287","VID_13566","807"
"2288","VID_8420","11"
"2289","VID_11889","2365"
"2290","VID_895","211"
"2291","VID_3134","63"
"2292","VID_10710","127592"
"2293","VID_4238","7"
"2294","VID_11849","525"
"2295","VID_2588","234"
"2296","VID_6522","110"
"2297","VID_12950","96"
"2298","VID_11709","1796"
"2299","VID_16269","17"
"2300","VID_364","208"
"2301","VID_2644","2651"
"2302","VID_23659","1138"
"2303","VID_2730","869"
"2304","VID_1454","2690"
"2305","VID_2825","776"
"2306","VID_20225","478"
"2307","VID_1489","718"
"2308","VID_23715","864"
"2309","VID_12821","1473"
"2310","VID_11847","539"
"2311","VID_7640","845"
"2312","VID_19332","956"
"2313","VID_5762","834"
"2314","VID_20998","8950"
"2315","VID_11454","26"
"2316","VID_17762","5"
"2317","VID_691","686"
"2318","VID_21981","3021"
"2319","VID_14040","424"
"2320","VID_5138","3292"
"2321","VID_2373","198"
"2322","VID_6714","866"
"2323","VID_19344","4"
"2324","VID_6267","805"
"2325","VID_7897","97"
"2326","VID_13511","24"
"2327","VID_6917","3742"
"2328","VID_3310","10"
"2329","VID_14906","265"
"2330","VID_7881","13"
"2331","VID_13142","795"
"2332","VID_15795","88"
"2333","VID_18665","196"
"2334","VID_2431","103"
"2335","VID_13625","24299"
"2336","VID_2025","2035"
"2337","VID_1001","77"
"2338","VID_3076","153"
"2339","VID_16999","350"
"2340","VID_22546","1543"
"2341","VID_22344","2730"
"2342","VID_20339","78"
"2343","VID_504","352"
"2344","VID_17790","70"
"2345","VID_3641","7"
"2346","VID_18275","2841"
"2347","VID_14821","6"
"2348","VID_1580","1633"
"2349","VID_9979","21550"
"2350","VID_21425","40"
"2351","VID_6419","208"
"2352","VID_6374","1454"
"2353","VID_23257","2742"
"2354","VID_6998","1225"
"2355","VID_8926","3706"
"2356","VID_4243","128"
"2357","VID_14086","2876"
"2358","VID_22645","578"
"2359","VID_21879","605"
"2360","VID_9573","48032"
"2361","VID_1998","79"
"2362","VID_14137","500"
"2363","VID_7136","173"
"2364","VID_9981","269"
"2365","VID_11657","958"
"2366","VID_7110","1638"
"2367","VID_21099","4939"
"2368","VID_1543","1838"
"2369","VID_5706","20"
"2370","VID_23139","1327"
"2371","VID_5755","5568"
"2372","VID_13994","810"
"2373","VID_11854","195"
"2374","VID_18964","75"
"2375","VID_14089","287"
"2376","VID_1725","848"
"2377","VID_14435","842"
"2378","VID_13519","2886"
"2379","VID_6687","27"
"2380","VID_992","5322"
"2381","VID_13255","20"
"2382","VID_8720","449"
"2383","VID_22967","1702"
"2384","VID_21862","297"
"2385","VID_1011","56"
"2386","VID_18429","6"
"2387","VID_19556","5453"
"2388","VID_11414","278"
"2389","VID_4631","1411"
"2390","VID_886","80"
"2391","VID_18079","184"
"2392","VID_16482","1367"
"2393","VID_23628","1375"
"2394","VID_2940","24704"
"2395","VID_22096","805"
"2396","VID_18014","853"
"2397","VID_8405","14"
"2398","VID_7807","21"
"2399","VID_12928","429"
"2400","VID_23436","151"
"2401","VID_2351","112"
"2402","VID_22593","23"
"2403","VID_10735","118013"
"2404","VID_9377","147"
"2405","VID_12438","1246"
"2406","VID_20892","2149"
"2407","VID_1087","51"
"2408","VID_5149","53"
"2409","VID_1085","4532"
"2410","VID_16895","106"
"2411","VID_10319","31"
"2412","VID_4222","24"
"2413","VID_13244","65"
"2414","VID_14100","1115"
"2415","VID_4217","1025"
"2416","VID_10197","76"
"2417","VID_3220","1753"
"2418","VID_13107","563"
"2419","VID_6301","344"
"2420","VID_15202","77780"
"2421","VID_8263","244"
"2422","VID_10766","134"
"2423","VID_6885","246"
"2424","VID_8141","492"
"2425","VID_20428","301"
"2426","VID_14824","16"
"2427","VID_7651","796"
"2428","VID_10878","234"
"2429","VID_4263","692"
"2430","VID_9922","4877"
"2431","VID_6475","4903"
"2432","VID_15557","35"
"2433","VID_17806","3320"
"2434","VID_17324","1166"
"2435","VID_19027","1632"
"2436","VID_21128","428"
"2437","VID_3196","1764"
"2438","VID_9196","1476"
"2439","VID_17497","4772"
"2440","VID_11413","68"
"2441","VID_10917","63"
"2442","VID_22606","264"
"2443","VID_9824","1686"
"2444","VID_23286","582"
"2445","VID_9752","2029"
"2446","VID_13761","407"
"2447","VID_21939","949"
"2448","VID_535","139"
"2449","VID_23444","846"
"2450","VID_1499","20155"
"2451","VID_5034","965"
"2452","VID_9413","100"
"2453","VID_6244","9"
"2454","VID_23106","4244"
"2455","VID_19719","1857"
"2456","VID_4412","135"
"2457","VID_18926","196"
"2458","VID_23637","48655"
"2459","VID_18666","134"
"2460","VID_21005","2849"
"2461","VID_18951","165"
"2462","VID_9165","61"
"2463","VID_3715","1373"
"2464","VID_10362","32"
"2465","VID_2231","58"
"2466","VID_9123","8926"
"2467","VID_577","41"
"2468","VID_11922","1838"
"2469","VID_11881","11172"
"2470","VID_21127","3271"
"2471","VID_14805","9088"
"2472","VID_19323","175"
"2473","VID_10125","7"
"2474","VID_1717","34"
"2475","VID_1819","4263"
"2476","VID_1609","31"
"2477","VID_18343","1374"
"2478","VID_4800","969"
"2479","VID_4740","10"
"2480","VID_6502","193"
"2481","VID_9232","3028"
"2482","VID_13675","253"
"2483","VID_2567","4"
"2484","VID_3546","29"
"2485","VID_23743","15"
"2486","VID_23270","405"
"2487","VID_12998","429"
"2488","VID_21509","424"
"2489","VID_3602","132"
"2490","VID_21989","531"
"2491","VID_5159","667"
"2492","VID_20289","738"
"2493","VID_7900","1055"
"2494","VID_3558","51"
"2495","VID_1764","1156"
"2496","VID_13204","1679"
"2497","VID_5433","936"
"2498","VID_12037","1062"
"2499","VID_19320","83"
"2500","VID_437","3952"
"2501","VID_17153","68"
"2502","VID_2276","254"
"2503","VID_8949","2009"
"2504","VID_16265","6024"
"2505","VID_4154","23"
"2506","VID_10593","190"
"2507","VID_10169","21"
"2508","VID_7906","3743"
"2509","VID_6160","566"
"2510","VID_13735","2308"
"2511","VID_20644","1469"
"2512","VID_22389","3968"
"2513","VID_18986","451"
"2514","VID_20038","293"
"2515","VID_8929","3099"
"2516","VID_20100","2264"
"2517","VID_22080","4608"
"2518","VID_2332","327"
"2519","VID_20975","1131"
"2520","VID_10824","147"
"2521","VID_15323","142"
"2522","VID_20227","796"
"2523","VID_9309","1570"
"2524","VID_23675","54"
"2525","VID_7155","662"
"2526","VID_2486","10518"
"2527","VID_16861","122"
"2528","VID_8262","3630"
"2529","VID_23488","1011"
"2530","VID_7263","3087"
"2531","VID_20886","424"
"2532","VID_9753","2118"
"2533","VID_8774","1285"
"2534","VID_17309","430"
"2535","VID_5337","3715"
"2536","VID_3417","8"
"2537","VID_8173","8"
"2538","VID_22302","825"
"2539","VID_19169","10996"
"2540","VID_1565","5184"
"2541","VID_6686","1410"
"2542","VID_15440","29"
"2543","VID_1331","7150"
"2544","VID_19093","145"
"2545","VID_10763","163"
"2546","VID_9601","258"
"2547","VID_15982","472"
"2548","VID_3000","4453"
"2549","VID_1963","1504"
"2550","VID_9075","654"
"2551","VID_16285","35"
"2552","VID_19832","142"
"2553","VID_21280","29"
"2554","VID_2264","133"
"2555","VID_14929","2085"
"2556","VID_15811","183"
"2557","VID_22700","7"
"2558","VID_20594","3533"
"2559","VID_15193","1834"
"2560","VID_7700","4854"
"2561","VID_2820","87"
"2562","VID_812","962"
"2563","VID_11751","408"
"2564","VID_22881","1339"
"2565","VID_958","249"
"2566","VID_17729","63"
"2567","VID_11596","5164"
"2568","VID_19325","424"
"2569","VID_2190","148"
"2570","VID_13073","450"
"2571","VID_6840","69"
"2572","VID_12225","229"
"2573","VID_5837","2211"
"2574","VID_18859","82"
"2575","VID_3769","1183"
"2576","VID_2115","1514"
"2577","VID_3746","221"
"2578","VID_4813","1922"
"2579","VID_17143","2499"
"2580","VID_8066","170"
"2581","VID_17772","234"
"2582","VID_10821","575"
"2583","VID_10238","20"
"2584","VID_5016","1010"
"2585","VID_19825","99"
"2586","VID_23632","169"
"2587","VID_22367","4360"
"2588","VID_19159","1884"
"2589","VID_5258","2208"
"2590","VID_2447","212"
"2591","VID_2285","1010"
"2592","VID_9562","54787"
"2593","VID_8430","2049"
"2594","VID_20007","432"
"2595","VID_12308","4260"
"2596","VID_4198","528"
"2597","VID_17417","285"
"2598","VID_16302","123"
"2599","VID_14813","64"
"2600","VID_17865","162"
"2601","VID_16200","12"
"2602","VID_2072","6323"
"2603","VID_9596","1548"
"2604","VID_6098","198"
"2605","VID_17429","1745"
"2606","VID_21895","997"
"2607","VID_9835","909"
"2608","VID_10989","805"
"2609","VID_2035","1809"
"2610","VID_12355","5"
"2611","VID_12657","1551"
"2612","VID_19220","1692"
"2613","VID_19275","937"
"2614","VID_19369","160"
"2615","VID_18225","993"
"2616","VID_9897","2050"
"2617","VID_10933","5596"
"2618","VID_12062","1093"
"2619","VID_3268","868"
"2620","VID_2127","1162"
"2621","VID_1366","13"
"2622","VID_798","1265"
"2623","VID_11037","455"
"2624","VID_8945","2414"
"2625","VID_17210","2331"
"2626","VID_6112","2191"
"2627","VID_22798","262"
"2628","VID_19582","105"
"2629","VID_1276","319"
"2630","VID_19072","734"
"2631","VID_4995","6"
"2632","VID_14521","274"
"2633","VID_6580","544"
"2634","VID_7648","53"
"2635","VID_13218","3128"
"2636","VID_12709","181"
"2637","VID_4152","35"
"2638","VID_5017","7581"
"2639","VID_12246","3719"
"2640","VID_3971","18"
"2641","VID_388","3181"
"2642","VID_303","343"
"2643","VID_18386","142"
"2644","VID_8321","1074"
"2645","VID_761","1598"
"2646","VID_6250","45"
"2647","VID_3051","295"
"2648","VID_8930","229"
"2649","VID_23327","124"
"2650","VID_10395","91"
"2651","VID_6038","9"
"2652","VID_15890","199"
"2653","VID_13023","5283"
"2654","VID_15120","180"
"2655","VID_11617","107"
"2656","VID_18165","4019"
"2657","VID_5280","439"
"2658","VID_5648","42"
"2659","VID_10782","517"
"2660","VID_21087","480"
"2661","VID_21352","1988"
"2662","VID_9585","726"
"2663","VID_6821","4833"
"2664","VID_15087","275"
"2665","VID_19654","844"
"2666","VID_10413","11"
"2667","VID_22027","667"
"2668","VID_5081","1820"
"2669","VID_6452","15"
"2670","VID_16047","80"
"2671","VID_14887","135"
"2672","VID_12293","3981"
"2673","VID_10093","368"
"2674","VID_12852","284"
"2675","VID_2498","594"
"2676","VID_7027","12"
"2677","VID_2493","82"
"2678","VID_21706","446"
"2679","VID_14603","361"
"2680","VID_5878","930"
"2681","VID_965","123"
"2682","VID_9432","1817"
"2683","VID_9060","424"
"2684","VID_6273","3205"
"2685","VID_20500","353"
"2686","VID_18347","2264"
"2687","VID_12503","118"
"2688","VID_19854","1227"
"2689","VID_3007","381"
"2690","VID_10533","33"
"2691","VID_7212","492"
"2692","VID_6928","137"
"2693","VID_10737","34"
"2694","VID_11747","62"
"2695","VID_7988","245"
"2696","VID_8302","1345"
"2697","VID_13951","75"
"2698","VID_6027","8"
"2699","VID_15919","8"
"2700","VID_14027","36"
"2701","VID_3261","27"
"2702","VID_4875","197"
"2703","VID_13573","2573"
"2704","VID_22534","6303"
"2705","VID_11699","9"
"2706","VID_9756","4068"
"2707","VID_18923","368"
"2708","VID_14146","5116"
"2709","VID_7005","4"
"2710","VID_17570","1798"
"2711","VID_10623","844"
"2712","VID_20406","3541"
"2713","VID_9855","120"
"2714","VID_4293","7"
"2715","VID_16121","1157"
"2716","VID_6836","136"
"2717","VID_21469","723"
"2718","VID_4587","1422"
"2719","VID_15753","2682"
"2720","VID_19328","254"
"2721","VID_6206","1309"
"2722","VID_14693","116"
"2723","VID_2621","84"
"2724","VID_6674","3337"
"2725","VID_6064","157"
"2726","VID_1561","1969"
"2727","VID_20424","76"
"2728","VID_1743","76"
"2729","VID_634","135"
"2730","VID_3729","6"
"2731","VID_14834","206"
"2732","VID_1112","79"
"2733","VID_12556","10"
"2734","VID_17801","1234"
"2735","VID_15945","193"
"2736","VID_22283","4247"
"2737","VID_20449","378"
"2738","VID_19298","462"
"2739","VID_13682","8"
"2740","VID_22045","414"
"2741","VID_22228","172"
"2742","VID_10447","4"
"2743","VID_10550","35"
"2744","VID_16309","15"
"2745","VID_14611","65"
"2746","VID_10091","1057"
"2747","VID_4195","10"
"2748","VID_21884","396"
"2749","VID_2200","36"
"2750","VID_14959","47"
"2751","VID_22060","2674"
"2752","VID_3760","79"
"2753","VID_5295","1015"
"2754","VID_15783","93"
"2755","VID_17910","147"
"2756","VID_17958","1552"
"2757","VID_18047","101"
"2758","VID_20926","11"
"2759","VID_3731","10"
"2760","VID_994","151"
"2761","VID_13333","517"
"2762","VID_8368","136"
"2763","VID_5073","462"
"2764","VID_20503","2325"
"2765","VID_10522","178"
"2766","VID_19652","688"
"2767","VID_4881","87"
"2768","VID_18340","859"
"2769","VID_10149","4242"
"2770","VID_5158","1500"
"2771","VID_18273","274"
"2772","VID_13454","1664"
"2773","VID_13681","611"
"2774","VID_19689","1432"
"2775","VID_21289","319"
"2776","VID_6464","30"
"2777","VID_13637","1782"
"2778","VID_9351","798"
"2779","VID_8366","298"
"2780","VID_23188","943"
"2781","VID_12067","398"
"2782","VID_8565","147145"
"2783","VID_20572","5951"
"2784","VID_22159","874"
"2785","VID_19319","6"
"2786","VID_12375","1069"
"2787","VID_17832","51"
"2788","VID_7709","4252"
"2789","VID_7814","2244"
"2790","VID_14806","1363"
"2791","VID_19850","74"
"2792","VID_243","168"
"2793","VID_15442","226"
"2794","VID_7036","5369"
"2795","VID_380","362"
"2796","VID_15738","26"
"2797","VID_6106","5270"
"2798","VID_13875","5321"
"2799","VID_7114","3508"
"2800","VID_21784","557"
"2801","VID_18238","54"
"2802","VID_2632","831"
"2803","VID_13335","337"
"2804","VID_11278","1237"
"2805","VID_20865","1833"
"2806","VID_5590","69"
"2807","VID_10834","542"
"2808","VID_14776","158"
"2809","VID_14535","544"
"2810","VID_20753","373"
"2811","VID_11716","55"
"2812","VID_6442","9"
"2813","VID_14855","56"
"2814","VID_5618","20"
"2815","VID_15705","152"
"2816","VID_21268","1356"
"2817","VID_6719","166"
"2818","VID_12439","5836"
"2819","VID_19495","3"
"2820","VID_1413","477"
"2821","VID_19700","191"
"2822","VID_18724","1130"
"2823","VID_20607","159"
"2824","VID_67","114"
"2825","VID_17220","1328"
"2826","VID_5923","6363"
"2827","VID_15913","134"
"2828","VID_16408","54"
"2829","VID_16364","3228"
"2830","VID_16933","1663"
"2831","VID_15529","794"
"2832","VID_11148","952"
"2833","VID_12324","11497"
"2834","VID_5617","345"
"2835","VID_7904","149"
"2836","VID_16263","2126"
"2837","VID_12364","802"
"2838","VID_12538","865"
"2839","VID_22150","7"
"2840","VID_3643","1370"
"2841","VID_1672","5037"
"2842","VID_12028","131"
"2843","VID_9769","712"
"2844","VID_5028","139"
"2845","VID_15031","910"
"2846","VID_4006","447"
"2847","VID_13135","69"
"2848","VID_17048","419"
"2849","VID_13862","2376"
"2850","VID_22781","496"
"2851","VID_4286","7775"
"2852","VID_15754","118"
"2853","VID_6118","63"
"2854","VID_12929","216"
"2855","VID_20172","95"
"2856","VID_12981","279"
"2857","VID_19861","269"
"2858","VID_23691","12"
"2859","VID_6638","48"
"2860","VID_8177","6"
"2861","VID_15137","181"
"2862","VID_10369","288"
"2863","VID_18888","242"
"2864","VID_968","69"
"2865","VID_15157","1327"
"2866","VID_23693","35"
"2867","VID_14298","322"
"2868","VID_20552","480"
"2869","VID_9109","277"
"2870","VID_3272","10"
"2871","VID_19926","614"
"2872","VID_5432","30"
"2873","VID_19362","32"
"2874","VID_2721","85"
"2875","VID_11957","1784"
"2876","VID_8323","2858"
"2877","VID_645","474"
"2878","VID_2783","1745"
"2879","VID_13684","211"
"2880","VID_18745","18"
"2881","VID_2193","109"
"2882","VID_19488","822"
"2883","VID_6168","257"
"2884","VID_21456","2536"
"2885","VID_7573","393"
"2886","VID_20065","627"
"2887","VID_11804","6"
"2888","VID_15866","6"
"2889","VID_13110","455"
"2890","VID_7220","1530"
"2891","VID_16965","5245"
"2892","VID_20407","329"
"2893","VID_19807","33"
"2894","VID_22434","39307"
"2895","VID_11886","106"
"2896","VID_19299","528"
"2897","VID_2583","9618"
"2898","VID_4770","70"
"2899","VID_3421","18"
"2900","VID_18263","124"
"2901","VID_22062","5615"
"2902","VID_21908","1919"
"2903","VID_8584","395"
"2904","VID_3106","871"
"2905","VID_7464","229"
"2906","VID_684","242"
"2907","VID_13709","70"
"2908","VID_23655","385"
"2909","VID_8589","546"
"2910","VID_4824","3472"
"2911","VID_12596","322"
"2912","VID_9452","125"
"2913","VID_14432","2477"
"2914","VID_7849","215"
"2915","VID_6822","1174"
"2916","VID_392","1131"
"2917","VID_12777","9"
"2918","VID_13616","723"
"2919","VID_15792","73"
"2920","VID_11060","694"
"2921","VID_18182","1273"
"2922","VID_12237","573"
"2923","VID_15759","109"
"2924","VID_15351","241"
"2925","VID_16436","6193"
"2926","VID_16993","572"
"2927","VID_15666","49"
"2928","VID_20082","23"
"2929","VID_23470","155"
"2930","VID_15347","378"
"2931","VID_23453","372"
"2932","VID_10613","662"
"2933","VID_20155","125"
"2934","VID_7919","3751"
"2935","VID_289","5773"
"2936","VID_16248","5660"
"2937","VID_15023","734"
"2938","VID_5776","651"
"2939","VID_7234","1733"
"2940","VID_15841","619"
"2941","VID_23258","133"
"2942","VID_3322","25"
"2943","VID_3510","376"
